id,name,city,province,lat,lng,nature,wildlife,culture,adventure,beach,food,shopping,history,religious,activityCost,visitDuration,popularity,recommendedSeason,description
maligatenna_monastery,Maligatenna Rajamaha Viharaya,Gampaha,Western,7.0833,80.05,4,1,4,3,1,1,1,4,4,500,2.5,76,Year round,Hilltop rock cave monastery offering 360-degree Gampaha views.
jaela_canal,Ja-Ela Canal Walk,Ja-Ela,Western,7.075,79.8917,3,1,1,2,1,2,2,2,1,0,1.5,69,Year round,Scenic Dutch canal trail running through Ja-Ela town.
seeduwa_lagoon,Seeduwa Lagoon Promenade,Seeduwa,Western,7.1167,79.8833,3,2,1,2,2,2,1,1,1,0,1.5,70,Year round,Lagoon view park located near CMB international airport.
moratuwa_craft,Moratuwa Woodcraft Market,Moratuwa,Western,6.775,79.8833,1,1,4,1,1,2,5,3,1,0,2.0,73,Year round,Center of Sri Lanka's traditional carpentry and furniture craft.
weligampitiya_church,St. Anne's Church Weligampitiya,Ja-Ela,Western,7.0889,79.8944,1,1,3,1,1,1,1,3,4,0,1.0,71,Year round,Historic Catholic church in Gampaha district.
angoda_marsh,Angoda Marsh Walkway,Colombo,Western,6.9167,79.9167,4,3,1,1,1,1,1,1,1,0,1.5,68,Year round,Suburban wetland park for evening walking.
kotte_ruins,Kotte Kingdom Rampart Wall Ruins,Kotte,Western,6.8917,79.9028,1,1,4,1,1,1,1,5,1,0,1.5,72,Year round,15th-century fortified stone rampart remnants of Kotte Kingdom.
soysapura_beach,Soysapura Beach Strip,Moratuwa,Western,6.7917,79.875,3,1,1,2,3,2,1,1,1,0,2.0,71,Nov - Apr,Local beach stretch south of Mount Lavinia.
jaffna_dutch_fort,Jaffna Fort,Jaffna,Northern,9.6608,80.0092,2,1,4,2,2,2,2,5,1,1000,2.5,86,May - Sep,Star-shaped Portuguese and Dutch colonial fort.
nallur_kandaswamy,Nallur Kandaswamy Kovil,Jaffna,Northern,9.6744,80.0294,1,1,5,1,1,2,2,5,5,500,2.0,90,May - Sep,Golden gopuram Hindu temple complex.
delft_wild_horses,Delft Island & Wild Horses,Jaffna,Northern,9.5167,79.6833,4,4,4,4,3,1,1,4,1,2500,6.0,81,May - Sep,Remote island famous for wild horses and baobab trees.
keerimalai_tank,Keerimalai Springs & Naguleswaram Kovil,Jaffna,Northern,9.8144,80.0153,3,1,4,1,3,1,1,4,5,500,2.0,77,May - Sep,Natural mineral spring pool beside ancient Shiva Kovil.
casuarina_sand,Casuarina Beach Karainagar,Jaffna,Northern,9.7714,79.8867,4,1,1,2,5,2,1,1,1,1000,3.5,83,May - Sep,Shallow white sand beach lined with casuarina trees.
mannar_baobab_tree,Mannar Baobab Tree & Dutch Fort,Mannar,Northern,8.9786,79.9142,3,2,3,2,2,1,1,4,1,500,2.5,74,May - Sep,700-year-old baobab tree planted by Arab traders.
point_pedro_tip,Point Pedro Northernmost Tip,Jaffna,Northern,9.8272,80.2458,3,1,2,2,4,1,1,3,1,500,1.5,78,May - Sep,Geographical northernmost point of Sri Lanka with lighthouse.
nainativu_island,Nainativu Nagapooshani Kovil & Vihara,Jaffna,Northern,9.6167,79.7833,3,1,5,2,3,1,1,4,5,1000,4.0,84,May - Sep,Sacred island hosting Nagapooshani Kovil and Nagadeepa Vihara.
kantharodai_stupas,Kantharodai (Kadurugoda) Ancient Stupas,Jaffna,Northern,9.7417,80.0069,2,1,5,1,1,1,1,5,4,500,2.0,79,May - Sep,Group of 61 miniature stone stupas dating to Anuradhapura era.
elephant_pass,Elephant Pass War Memorial,Kilinochchi,Northern,9.5333,80.4,2,1,3,1,1,1,1,5,1,0,1.5,80,May - Sep,Historic causeway connecting Jaffna peninsula to mainland.
thiruketheeswaram,Thiruketheeswaram Kovil,Mannar,Northern,8.9583,79.9833,2,1,5,1,2,1,1,5,5,500,2.0,78,May - Sep,Ancient Ishwaram temple dedicated to Lord Shiva in Mannar.
talaimannar_pier,Talaimannar Pier & Lighthouse,Mannar,Northern,9.1,79.7167,3,1,2,2,4,1,1,4,1,0,2.0,76,May - Sep,Old ferry pier endpoint facing India's Rameshwaram coast.
chundikulam_sanctuary,Chundikulam National Park,Kilinochchi,Northern,9.4833,80.6,5,5,1,3,3,1,1,1,1,3000,4.5,72,May - Sep,Coastal lagoon wetland sanctuary for migratory flamingos.
jaffna_library,Jaffna Public Library,Jaffna,Northern,9.6631,80.0125,1,1,5,1,1,1,1,5,1,0,1.5,85,May - Sep,Iconic white neoclassical library rebuilt after historic 1981 burn.
mantai_ruins,Mantai Ancient Port Ruins,Mannar,Northern,8.9667,79.9833,1,1,4,1,2,1,1,5,1,500,2.0,70,May - Sep,"Ancient Silk Road trade port ruins dating back over 2,000 years."
mullaitivu_beach,Mullaitivu Beach,Mullaitivu,Northern,9.2667,80.8167,4,1,1,2,5,2,1,2,1,0,3.0,73,May - Sep,Unspoiled east-coast beach strip in Mullaitivu district.
vavuniya_archaeological,Vavuniya Archaeological Museum,Vavuniya,Northern,8.7514,80.4972,1,1,4,1,1,1,1,5,1,500,1.5,71,Year round,Regional museum exhibiting Hindu and Buddhist stone sculptures.
madhu_church,Shrine of Our Lady of Madhu,Mannar,Northern,8.8583,80.2056,2,1,4,1,1,1,1,4,5,500,2.0,83,Year round,Sri Lanka's most famous Roman Catholic pilgrimage shrine in forest.
charty_beach,Charty Beach Velanai,Jaffna,Northern,9.6167,79.9167,4,1,1,2,5,2,1,1,1,500,3.0,79,May - Sep,Popular shallow sandy beach on Velanai Island.
karainagar_causeway,Karainagar Causeway View,Jaffna,Northern,9.7333,79.8833,4,2,1,2,3,1,1,1,1,0,1.5,75,May - Sep,Scenic highway causeway cutting through shallow Jaffna lagoon.
sangupiddy_bridge,Sangupiddy Bridge,Pooneryn,Northern,9.5333,80.1333,4,1,2,2,2,1,1,2,1,0,1.5,77,May - Sep,Long bridge connecting Pooneryn to Jaffna peninsula.
doric_house,Doric House Arippu,Mannar,Northern,8.7833,79.9167,3,1,2,2,4,1,1,5,1,0,1.5,72,May - Sep,Ruins of 1801 Greek-style mansion built by Governor Frederick North.
adam_bridge,Adam's Bridge (Rama Setu) Sandbanks,Talaimannar,Northern,9.0833,79.6167,5,3,3,4,4,1,1,4,3,3000,4.0,80,May - Sep,Chain of limestone shoals between Sri Lanka and India.
subrahmanya_kovil,Manipy Hindu Kovil,Jaffna,Northern,9.7,79.9833,1,1,4,1,1,1,1,4,4,0,1.5,73,May - Sep,Traditional Tamil Hindu temple in Manipy village.
vavuniya_tank,Vavuniya Kulam Lake,Vavuniya,Northern,8.75,80.5,4,2,1,2,1,1,1,2,1,0,2.0,70,Year round,Central irrigation tank serving Vavuniya town.
jamunari_bottomless,Yamuna Eri (Bottomless Well),Jaffna,Northern,9.68,80.03,3,1,3,1,1,1,1,4,2,0,1.0,74,May - Sep,Historic carved stone well linked to King Cinkaiariyan.
mantai_tank,Giant's Tank (Yodha Wewa),Mannar,Northern,8.8667,80.0333,4,4,2,2,1,1,1,4,1,0,2.5,75,May - Sep,Massive ancient irrigation reservoir built by King Dhatusena.
kilinochchi_water_tower,Kilinochchi Monument,Kilinochchi,Northern,9.3833,80.4,1,1,3,1,1,1,1,4,1,0,1.0,74,May - Sep,Fallen water tower memorial preserving war history.
akkarayan_kulam,Akkarayan Kulam Reservoir,Kilinochchi,Northern,9.2833,80.3333,4,3,1,2,1,1,1,2,1,0,2.0,69,May - Sep,Large scenic reservoir in rural Kilinochchi district.
karanthai_beach,Karanthai Beach,Mullaitivu,Northern,9.2,80.85,4,1,1,2,5,1,1,1,1,0,2.5,68,May - Sep,Quiet sandy stretch along Mullaitivu coast.
vankalai_sanctuary,Vankalai Bird Sanctuary,Mannar,Northern,8.9,79.9167,5,5,1,2,3,1,1,1,1,1000,3.0,73,Nov - Mar,Ramsar wetland famous for wintering waterbird flocks.
nayaru_lagoon,Nayaru Lagoon Estuary,Mullaitivu,Northern,9.1167,80.8667,4,3,1,2,3,1,1,1,1,0,2.5,71,May - Sep,Estuary lagoon rich in prawn fisheries and birdlife.
kokkilai_sanctuary,Kokkilai Bird Sanctuary,Mullaitivu,Northern,9.0,80.9167,5,5,1,2,3,1,1,1,1,1000,3.0,72,May - Sep,Sanctuary for migratory pelicans and cormorants.
kurumankadu,Kurumankadu Pillayar Temple,Vavuniya,Northern,8.76,80.49,1,1,4,1,1,1,1,3,4,0,1.0,69,Year round,Popular Ganesha Kovil in Vavuniya town.
kytes_island,Kayts Island & Fort Hammenhiel,Jaffna,Northern,9.6833,79.8667,3,1,4,2,3,2,1,4,1,1500,3.5,78,May - Sep,Island fort converted into a naval heritage resort.
karainagar_jetty,Karainagar Boat Jetty,Jaffna,Northern,9.75,79.87,3,1,2,2,4,2,1,1,1,0,1.5,71,May - Sep,Ferry departure point for Delft and surrounding islets.
kankesanthurai_beach,Kankesanthurai (KKS) Beach,Jaffna,Northern,9.8089,80.0444,4,1,2,2,4,2,1,2,1,0,2.5,76,May - Sep,Port town beach in northernmost Jaffna.
point_pedro_harbor,Point Pedro Fishing Harbor,Jaffna,Northern,9.825,80.2333,3,1,2,2,3,3,2,2,1,0,1.5,73,May - Sep,Active northern fishing harbor and market.
chavakachcheri_market,Chavakachcheri Town Market,Jaffna,Northern,9.6583,80.1583,1,1,3,1,1,3,4,2,1,0,1.5,70,May - Sep,Historic market town on the Jaffna-Kandy A9 highway.
arali_point,Arali Point Viewpoint,Jaffna,Northern,9.6833,79.9333,4,1,2,2,3,1,1,3,1,0,1.5,72,May - Sep,Memorial point overlooking the western Jaffna lagoon.
punggudutivu,Pungudutivu Island Causeway,Jaffna,Northern,9.5833,79.8333,4,1,2,2,3,1,1,2,1,0,2.0,74,May - Sep,Stepping-stone island on the way to Kurikadduwan jetty.
kurikadduwan_jetty,KKD Jetty (Ferry to Delft),Jaffna,Northern,9.57,79.81,3,1,2,2,3,2,1,1,1,0,1.5,77,May - Sep,Main boat launch terminal for Delft and Nainativu islands.
velanai_beach,Velanai Island Coast,Jaffna,Northern,9.6333,79.9,4,1,1,2,4,2,1,1,1,0,2.0,71,May - Sep,Quiet coastline on Velanai island.
analativu_island,Analativu Island Boat Hop,Jaffna,Northern,9.6667,79.7833,4,1,3,2,3,1,1,2,1,1000,4.0,70,May - Sep,Small peaceful inhabited island off Jaffna coast.
eluvaitivu_island,Eluvaitivu Island,Jaffna,Northern,9.7,79.8,4,1,3,2,3,1,1,2,1,1000,3.5,68,May - Sep,Narrow secluded island accessible by local ferry.
illuppaiadikkulam,Illuppaiadikkulam Tank,Vavuniya,Northern,8.8,80.45,4,2,1,1,1,1,1,2,1,0,2.0,67,Year round,Rural reservoir in northern interior.
thantirimale_north,Tiriyai Girihandu Seya,Trincomalee border,Northern,8.8667,81.0,3,1,5,2,2,1,1,5,5,500,2.5,78,May - Sep,Ancient stupa believed to hold Buddha's hair relics.
iranamadu_tank,Iranamadu Reservoir & Dam,Kilinochchi,Northern,9.3333,80.4167,4,2,2,2,1,1,1,3,1,0,2.5,76,May - Sep,Largest irrigation tank in Northern Province.
skandapuram,Skandapuram Agricultural Lands,Kilinochchi,Northern,9.35,80.35,3,1,1,1,1,2,2,1,1,0,1.5,66,May - Sep,Farming countryside of Kilinochchi.
vaddakkachchi,Vaddakkachchi Countryside,Kilinochchi,Northern,9.3667,80.45,3,1,1,1,1,1,1,1,1,0,1.5,65,May - Sep,Rural paddy field village near Iranamadu.
nilaveli_beach,Nilaveli Beach & Pigeon Island,Trincomalee,Eastern,8.7167,81.2,5,4,1,4,5,3,1,1,1,5000,4.5,91,May - Sep,White sand beach with reef shark snorkeling.
koneswaram,Koneswaram Temple (Swami Rock),Trincomalee,Eastern,8.5772,81.2433,4,2,5,2,3,2,2,5,5,1000,2.5,89,May - Sep,Clifftop Shiva Kovil overlooking Trincomalee harbor.
arugam_surf,Arugam Bay Surf Point,Ampara,Eastern,6.8419,81.8328,4,3,1,5,5,4,2,1,1,4000,5.0,93,May - Sep,World-renowned right-point surf destination.
pasikuda_bay,Pasikuda & Kalkudah Bay,Batticaloa,Eastern,7.9272,81.5622,4,1,1,3,5,3,1,1,1,2000,4.0,87,May - Sep,Shallow turquoise bay where you can walk out 500m.
marble_beach_trinco,Marble Beach Trincomalee,Trincomalee,Eastern,8.5217,81.2158,5,2,1,2,5,2,1,1,1,1000,3.0,82,May - Sep,Pristine calm air-force managed cove.
kumana_birds,Kumana National Park (Yala East),Ampara,Eastern,6.5167,81.7,5,5,1,4,2,1,1,2,1,12000,5.0,79,May - Sep,Famous bird nesting sanctuary and leopard park.
kanniya_springs,Kanniya Hot Water Springs,Trincomalee,Eastern,8.6194,81.1764,3,1,3,1,1,1,2,4,3,500,1.5,80,May - Sep,Seven thermal hot water wells associated with King Ravana.
fort_frederick,Fort Frederick Trincomalee,Trincomalee,Eastern,8.575,81.2333,3,3,4,1,3,2,2,5,1,500,2.0,84,May - Sep,Portuguese and Dutch fort where spotted deer roam freely.
batticaloa_fort,Batticaloa Dutch Fort & Lagoon,Batticaloa,Eastern,7.7167,81.7,3,1,4,2,3,2,2,4,1,500,2.5,81,May - Sep,1628 coastal fort known for singing fish lagoon phenomenon.
pottuvil_lagoon,Pottuvil Lagoon Eco Safari,Pottuvil,Eastern,6.8833,81.8333,5,4,1,3,3,1,1,1,1,3000,2.5,83,May - Sep,Canoe safari through mangroves to spot elephants and crocs.
okanda_devalaya,Okanda Murugan Devalaya,Ampara,Eastern,6.6236,81.7875,4,3,4,2,4,1,1,4,5,500,2.0,77,May - Sep,Coastal shrine where Pada Yatra pilgrims begin Yala trek.
deegawapi_stupa,Deegawapi Royal Dagoba,Ampara,Eastern,7.1667,81.8,2,1,5,1,1,1,1,5,5,500,2.0,76,Year round,Ancient 3rd-century BC stupa commissioned by King Saddhatissa.
uppuveli_beach,Uppuveli Beach,Trincomalee,Eastern,8.6167,81.2167,4,1,1,3,5,4,2,1,1,0,3.5,85,May - Sep,Lively beach strip north of Trincomalee town.
whiskey_point,Whiskey Point Surf Break,Pottuvil,Eastern,6.9167,81.8333,4,1,1,5,5,3,1,1,1,0,3.5,84,May - Sep,Popular beginner-friendly surf point north of Arugam Bay.
peanut_farm_beach,Peanut Farm Beach,Pottuvil,Eastern,6.8,81.8333,5,2,1,4,5,2,1,1,1,0,3.5,82,May - Sep,Rustic beach cove with right-hand surf wave.
elephant_rock_surf,Elephant Rock Beach & Sunset,Pottuvil,Eastern,6.8167,81.8333,5,2,1,4,5,2,1,1,1,0,3.0,86,May - Sep,Dramatic rock outcrop overlooking surf break and lagoon.
kalkudah_beach,Kalkudah Beach,Batticaloa,Eastern,7.9167,81.5667,5,1,1,2,5,2,1,1,1,0,3.5,80,May - Sep,Long untouched palm beach adjacent to Pasikuda.
batticaloa_lighthouse,Batticaloa Lighthouse,Batticaloa,Eastern,7.7333,81.7,4,1,2,1,4,1,1,3,1,0,1.5,78,May - Sep,28m high brick lighthouse standing at Palameenmadu estuary.
kallady_bridge,Kallady Lady Manning Bridge,Batticaloa,Eastern,7.7083,81.7083,3,2,3,1,2,2,1,4,1,0,1.5,75,May - Sep,Historic 1928 bridge famous for sound of singing fish.
seruwila_mangala,Seruwila Mangala Raja Maha Vihara,Trincomalee,Eastern,8.3667,81.3167,2,1,5,1,1,1,1,5,5,500,2.0,79,Year round,2nd-century BC sacred stupa enshrining Buddha's forehead relic.
kantale_tank,Kantale Great Reservoir,Trincomalee,Eastern,8.35,81.0,4,2,2,2,1,1,1,4,1,0,2.0,76,Year round,Massive ancient reservoir built by King Aggabodhi II.
muttur_jetty,Muttur Jetty & Bay,Trincomalee,Eastern,8.45,81.2667,4,1,2,2,4,2,1,2,1,0,2.0,72,May - Sep,Coastal town connected to Trincomalee by sea ferry.
magul_maha_vihara,Magul Maha Viharaya,Lahugala,Eastern,6.8667,81.7333,3,3,5,1,1,1,1,5,4,500,2.0,77,Year round,Ancient forest monastery where King Kavantissa married Viharamahadevi.
lahugala_park,Lahugala Kitulana National Park,Lahugala,Eastern,6.9,81.7167,5,5,1,3,1,1,1,1,1,6000,3.5,75,Year round,Smallest park famous for large herds of elephants grazing at Sanguankamankada.
muhududu_maha_vihara,Muhudu Maha Viharaya,Pottuvil,Eastern,6.8722,81.8389,3,1,5,1,4,1,1,5,4,500,1.5,81,Year round,Ancient seaside temple ruins right on Pottuvil beach dunes.
lighthouse_point_arugam,Lighthouse Point (Panama),Panama,Eastern,6.75,81.8167,4,2,1,4,5,1,1,2,1,0,3.0,78,May - Sep,Secluded surf beach near Panama village.
panama_tank,Panama Wewa & Crocodile Lagoon,Panama,Eastern,6.7667,81.8,5,4,1,2,1,1,1,2,1,0,2.0,74,Year round,Freshwater reservoir home to mugger crocodiles.
sangaman_kanda,Sangaman Kanda Easternmost Tip,Akkaraipattu,Eastern,7.0167,81.8667,4,1,2,2,4,1,1,2,1,0,1.5,73,May - Sep,Geographical easternmost tip of Sri Lanka with lighthouse ruins.
valachchenai_harbor,Valachchenai Fishery Harbor,Batticaloa,Eastern,7.9167,81.5333,3,1,2,2,3,3,2,1,1,0,1.5,71,May - Sep,Major east-coast deep sea fishing port.
vakarai_beach,Vakarai Beach,Batticaloa,Eastern,8.1333,81.4333,4,1,1,2,5,1,1,1,1,0,3.0,70,May - Sep,Quiet uncrowded beach north of Batticaloa.
verugal_arugam,Verugal Aru Hindu Temple,Trincomalee,Eastern,8.25,81.3667,2,1,4,1,2,1,1,4,4,500,1.5,72,May - Sep,Historic Kovil located on the bank of Verugal river.
ilankanthai_beach,Ilankanthai Red Rock Beach,Trincomalee,Eastern,8.65,81.1833,4,1,1,2,5,1,1,1,1,0,2.5,73,May - Sep,Lesser-known beach with unique red rock formations.
sampur_lighthouse,Sampur Point Viewpoint,Trincomalee,Eastern,8.4833,81.2833,4,1,2,2,4,1,1,2,1,0,2.0,71,May - Sep,Scenic headland entrance to Koddiyar Bay.
clappenburg_bay,Clappenburg Bay,Trincomalee,Eastern,8.5333,81.2333,4,1,1,2,4,2,1,1,1,0,2.0,72,May - Sep,Tranquil inner bay of Trincomalee harbor.
diamond_hill,Diamond Hill Trincomalee,Trincomalee,Eastern,8.55,81.2167,4,1,1,3,1,1,1,2,1,0,2.0,70,May - Sep,Panoramic viewpoint hill overlooking Trincomalee town.
pigeon_island_reef,Pigeon Island Marine Sanctuary,Nilaveli,Eastern,8.718,81.201,5,5,1,5,5,1,1,1,1,6000,4.0,92,May - Sep,Islet marine reserve for snorkeling with live coral and sharks.
velgam_vehera,Velgam Vehera (Vilgam Rajamaha Viharaya),Trincomalee,Eastern,8.6667,81.1333,2,1,5,1,1,1,1,5,4,500,2.0,75,Year round,Ancient Buddhist temple protected even during Chola Hindu rule.
seruwila_tank,Allai Reservoir,Trincomalee,Eastern,8.35,81.2833,4,3,1,2,1,1,1,2,1,0,2.0,68,Year round,Large agricultural tank near Seruwila temple.
panama_beach,Panama Village Beach,Panama,Eastern,6.755,81.81,4,1,2,3,5,2,1,1,1,0,3.0,76,May - Sep,Secluded coastal fishing beach near Yala East.
urani_lagoon,Urani Lagoon Walk,Pottuvil,Eastern,6.89,81.82,4,3,1,2,3,1,1,1,1,0,2.0,72,May - Sep,Mangrove estuary where wild elephants cross.
komari_beach,Komari Lighthouse Beach,Pottuvil,Eastern,7.0,81.85,4,1,1,3,5,1,1,2,1,0,3.0,74,May - Sep,Untouched surf beach with old lighthouse ruins.
tirrukkovil_temple,Tirrukkovil Sri Sithira Velayutha Kovil,Tirrukkovil,Eastern,7.1167,81.85,2,1,4,1,3,1,1,4,4,500,1.5,73,May - Sep,Ancient Hindu Murugan Kovil on eastern coast.
thambiluvil_beach,Thambiluvil Beach,Akkaraipattu,Eastern,7.1333,81.85,4,1,1,2,5,1,1,1,1,0,2.5,71,May - Sep,Wide sandy east-coast beach.
kalmunai_beach,Kalmunai Beach Park,Kalmunai,Eastern,7.4167,81.8333,3,1,1,2,4,3,2,1,1,0,2.0,73,May - Sep,Coastal park in Kalmunai city.
kaluwanchikudy_beach,Kaluwanchikudy Beach,Batticaloa,Eastern,7.5333,81.7833,4,1,1,2,4,2,1,1,1,0,2.0,70,May - Sep,Local palm-lined beach in Batticaloa district.
unnichchai_tank,Unnichchai Tank Reservoir,Batticaloa,Eastern,7.6833,81.5333,4,2,1,2,1,1,1,2,1,0,2.5,69,Year round,Massive irrigation reservoir in Batticaloa interior.
vakare_lagoon,Vakarai Estuary Lagoon,Batticaloa,Eastern,8.14,81.42,4,3,1,2,3,1,1,1,1,0,2.0,68,May - Sep,Tranquil lagoon rich in birdlife.
pankulam_tank,Pankulam Wewa,Trincomalee,Eastern,8.65,81.0167,4,2,1,1,1,1,1,2,1,0,2.0,67,Year round,Rural tank near Trincomalee border.
gallellama_bridge,Gallellama Lagoon Bridge,Batticaloa,Eastern,7.75,81.65,3,1,1,2,2,1,1,1,1,0,1.5,68,May - Sep,Scenic lagoon bridge drive near Batticaloa town.
kuchchaveli_beach,Kuchchaveli Beach,Trincomalee,Eastern,8.8167,81.0833,4,1,1,2,5,2,1,1,1,0,3.0,75,May - Sep,Unspoiled beach strip north of Nilaveli.
anuradhapura_ruwanwelisaya,Ruwanwelisaya & Sacred City,Anuradhapura,North Central,8.35,80.3833,3,2,5,2,1,1,2,5,5,8000,5.0,95,Year round,Great white stupa built by King Dutugemunu in 140 BC.
polonnaruwa_gal_vihara,Gal Vihara Rock Sculptures,Polonnaruwa,North Central,7.9403,81.0188,3,3,5,3,1,1,2,5,4,8000,4.5,93,Year round,"Masterpiece rock-carved seated, standing and reclining Buddhas."
minneriya_elephants,Minneriya National Park,Habarana,North Central,8.0333,80.8833,5,5,1,3,1,1,1,1,1,12000,4.0,94,Jun - Sep,Site of the world-renowned seasonal Asian elephant gathering.
mihintale_rock,Mihintale Sacred Mountain,Anuradhapura,North Central,8.3511,80.5097,4,2,5,3,1,1,1,5,5,1000,3.0,87,Year round,"Cradle of Sri Lankan Buddhism with 1,840 stone steps."
kaudulla_safari,Kaudulla National Park,Habarana,North Central,8.1333,80.9167,5,5,1,3,1,1,1,1,1,11000,4.0,88,Aug - Dec,Alternative safari park for wild elephant herds around Kaudulla tank.
ritigala_forest,Ritigala Forest Reserve & Ruins,Anuradhapura,North Central,8.1167,80.65,5,3,4,3,1,1,1,5,4,1500,3.0,81,Year round,Ancient medicinal mountain monastery enveloped in dense jungle.
avukana_statue,Avukana Standing Buddha Statue,Kekirawa,North Central,8.0169,80.5133,2,1,5,1,1,1,1,5,5,1000,1.5,82,Year round,12-meter standing Buddha statue carved from solid rock face.
sri_maha_bodhi,Jaya Sri Maha Bodhi Tree,Anuradhapura,North Central,8.3447,80.3972,2,1,5,1,1,1,1,5,5,1000,2.0,96,Year round,Oldest human-planted tree in the world with a documented history (288 BC).
jetavanaramaya,Jetavanaramaya Stupa,Anuradhapura,North Central,8.3517,80.4033,2,1,5,1,1,1,1,5,4,1000,2.0,90,Year round,Once the 3rd tallest structure in the ancient world after Egyptian pyramids.
abhayagiri_stupa,Abhayagiri Monastery & Stupa,Anuradhapura,North Central,8.3711,80.3956,3,1,5,2,1,1,1,5,4,1000,2.5,88,Year round,Sprawling 500-acre monastic complex with twin ponds (Kuttam Pokuna).
parakrama_samudra,Parakrama Samudra Reservoir,Polonnaruwa,North Central,7.9167,81.0,5,3,3,2,1,1,1,4,1,0,2.0,85,Year round,12th-century sea-like reservoir built by King Parakramabahu I.
vatadage_polonnaruwa,Polonnaruwa Vatadage,Polonnaruwa,North Central,7.9472,81.0014,2,1,5,1,1,1,1,5,4,500,1.5,91,Year round,Circular relic house showcasing elaborate moonstone step carvings.
medirigiriya_vatadage,Medirigiriya Vatadage,Medirigiriya,North Central,8.1556,80.9903,3,1,5,2,1,1,1,5,4,1000,2.5,80,Year round,Pristine circular vatadage standing on a rocky hill outcrop.
lankarama_stupa,Lankarama Stupa,Anuradhapura,North Central,8.3619,80.3889,2,1,4,1,1,1,1,5,4,500,1.5,82,Year round,Vatadage stupa built by King Walagamba in 1st century BC.
isurumuniya,Isurumuniya Lovers Rock Carving,Anuradhapura,North Central,8.3344,80.39,3,1,5,1,1,1,1,5,3,500,1.5,87,Year round,Rock temple famous for the 'Isurumuniya Lovers' Gupta-style relief.
mirisawetiya,Mirisawetiya Stupa,Anuradhapura,North Central,8.3444,80.3881,2,1,4,1,1,1,1,5,4,500,1.5,83,Year round,First stupa built by King Dutugemunu after defeating Elara.
twin_ponds,Kuttam Pokuna (Twin Ponds),Anuradhapura,North Central,8.3706,80.4019,3,1,5,1,1,1,1,5,1,500,1.0,86,Year round,Ancient engineering marvel of stone bathing pools with filtration.
samadhi_buddha,Samadhi Buddha Statue,Anuradhapura,North Central,8.3644,80.4019,3,1,5,1,1,1,1,5,5,500,1.0,89,Year round,4th-century marble-like dolomite statue depicting Buddha in deep meditation.
tissa_wewa_anuradhapura,Tissa Wewa Reservoir,Anuradhapura,North Central,8.3278,80.3833,4,2,2,1,1,1,1,4,1,0,2.0,80,Year round,3rd-century BC reservoir built by King Devanampiya Tissa.
ranmasu_uyana,Ranmasu Uyana Royal Park & Stargate,Anuradhapura,North Central,8.3333,80.3889,4,1,4,2,1,1,1,5,2,500,2.0,84,Year round,Ancient royal pleasure garden famous for mystery 'Stargate' petroglyph.
thuparamaya,Thuparamaya Stupa,Anuradhapura,North Central,8.3556,80.3964,2,1,5,1,1,1,1,5,5,500,1.5,88,Year round,First Buddhist stupa built in Sri Lanka (3rd century BC).
gal_vihara_seated,Gal Vihara Seated Buddha,Polonnaruwa,North Central,7.94,81.018,2,1,5,1,1,1,1,5,4,0,1.0,92,Year round,4.6m seated Buddha carved inside a cave enclosure.
nissanka_latha,Nissanka Latha Mandapaya,Polonnaruwa,North Central,7.9467,81.0011,2,1,5,1,1,1,1,5,1,0,1.0,83,Year round,Unique stone pavilion with curved lotus-stalk stone pillars.
rankoth_vehera,Rankoth Vehera Stupa,Polonnaruwa,North Central,7.9547,81.0044,2,1,5,1,1,1,1,5,4,0,1.5,87,Year round,Largest stupa in Polonnaruwa standing 54 meters tall.
lankatilaka_image_house,Lankatilaka Image House Polonnaruwa,Polonnaruwa,North Central,7.9567,81.0042,2,1,5,1,1,1,1,5,3,0,1.5,89,Year round,Colossal brick structure with a 12m headless standing Buddha.
thuparama_gedige,Thuparama Gedige Polonnaruwa,Polonnaruwa,North Central,7.9469,81.0008,2,1,5,1,1,1,1,5,3,0,1.5,85,Year round,Best preserved brick roofed image house in Polonnaruwa.
royal_palace_parakramabahu,Royal Palace of King Parakramabahu,Polonnaruwa,North Central,7.9444,81.0017,2,1,4,1,1,1,1,5,1,0,1.5,86,Year round,Remnants of a 7-story brick palace with massive 3m thick walls.
kumara_pokuna,Kumara Pokuna Royal Bath,Polonnaruwa,North Central,7.9444,81.0033,3,1,4,1,1,1,1,4,1,0,1.0,80,Year round,Stone royal bath fed by an intricate underground aqueduct.
audience_hall_nissankamalla,King Nissankamalla Audience Hall,Polonnaruwa,North Central,7.9389,80.9989,2,1,4,1,1,1,1,4,1,0,1.0,79,Year round,Pillared hall featuring carved stone lions and elephants.
pothgul_vehera,Pothgul Vihara & Statue,Polonnaruwa,North Central,7.925,80.9944,3,1,4,1,1,1,1,5,2,500,1.5,81,Year round,Monastic library complex with iconic sage statue carved into rock.
nuwaragala_tank,Nuwara Wewa Reservoir,Anuradhapura,North Central,8.35,80.4167,4,2,2,1,1,1,1,3,1,0,2.0,78,Year round,Largest reservoir in Anuradhapura built by King Vattagamani.
nachchaduwa_tank,Nachchaduwa Reservoir,Anuradhapura,North Central,8.25,80.4833,4,3,1,2,1,1,1,3,1,0,2.5,75,Year round,Ancient tank constructed by King Mungananna in 9th century.
